analysis_period,months_processed,raw_rows,structurally_valid_rows,total_runtime_seconds,total_runtime_minutes,total_runtime_hh_mm_ss
2024-01 to 2025-12,24,89892322,89291810,527.37,8.789,00:08:47.370
